"registro_id","url","title","word_count"
"623","https://www.boatos.org/esporte/bruno-henrique-flamengo-pego-exame-antidoping-substancia-proibida.html","Bruno Henrique, do Flamengo, é pego no exame antidoping por substância proibida #boato","461"
"624","https://www.boatos.org/esporte/casa-gabigol-barra-da-tijuca-rio-de-janeiro-pegou-fogo.html","Casa do Gabigol na Barra da Tijuca (Rio de Janeiro) pegou fogo, mostra vídeo #boato","602"
"625","https://www.boatos.org/esporte/casos-morte-subita-cardiaca-atletas-aumentou-2-300-vacinacao-covid-19.html","É falso que mortes súbitas aumentaram 2.300% após início de vacinação contra a Covid-19","605"
"626","https://www.boatos.org/esporte/chance-de-neymar-jogar-final-da-copa-mundo-e-nula.html","Chance de Neymar jogar a final da Copa do Mundo é nula","609"
"627","https://www.boatos.org/esporte/cristiano-ronaldo-diz-mora-com-mae-porque-ela-sacrificou-vida.html","Cristiano Ronaldo diz que ainda mora com a mãe porque ela sacrificou vida por ele #boato","737"
"628","https://www.boatos.org/esporte/cristiano-ronaldo-hospital-neymar-sonegou.html","Cristiano Ronaldo construiu hospital infantil no Chile e Neymar sonegou R$ 200 milhões #boato","570"
"629","https://www.boatos.org/esporte/cristiano-ronaldo-nao-cortou-cabelo-para-homenagear-crianca-doente.html","Cristiano Ronaldo não cortou cabelo para homenagear criança doente","475"
"630","https://www.boatos.org/esporte/cristiano-ronaldo-transformar-hotel-hospital-coronavirus.html","Cristiano Ronaldo vai transformar hotel em hospital para tratar pacientes com coronavírus #boato","469"
"631","https://www.boatos.org/esporte/dalessandro-funeral-menina-naiara.html","D’Alessandro pagou funeral da menina Naiara, morta em Caxias do Sul #boato","531"
"632","https://www.boatos.org/esporte/daniel-alves-critica-tite-apoia-bolsonaro-defende-copa-america-no-brasil-2021.html","Daniel Alves critica Tite, apoia Bolsonaro e defende Copa América no Brasil em post de 2021 #boato","706"
"633","https://www.boatos.org/esporte/denilson-flagrado-briga-travesti-programa-nao-pago.html","Denílson é flagrado em briga com travesti após programa não pago #boato","796"
"634","https://www.boatos.org/esporte/drone-tira-foto-neymar-com-outro-homem-festa-ano-novo.html","Drone tira foto de Neymar com outros homens em festa de ano novo #boato","536"
